epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
94,1.69375,0.7664,1.70676,0.7541,0.000080
95,1.69322,0.7667,1.70422,0.7561,0.000080
96,1.69193,0.7683,1.70238,0.7568,0.000080
97,1.69365,0.7669,1.70911,0.7519,0.000080
98,1.69665,0.7635,1.70239,0.7580,0.000080
99,1.69928,0.7607,1.70229,0.7574,0.000080
100,1.69249,0.7678,1.70848,0.7521,0.000080
101,1.68584,0.7744,1.70976,0.7502,0.000064
102,1.68532,0.7751,1.69978,0.7603,0.000064
103,1.68278,0.7774,1.70147,0.7588,0.000064
104,1.68316,0.7772,1.69675,0.7631,0.000064
105,1.67826,0.7817,1.70730,0.7516,0.000064
106,1.67718,0.7834,1.70104,0.7588,0.000064
107,1.67756,0.7828,1.69845,0.7618,0.000064
108,1.67901,0.7812,1.70033,0.7600,0.000064
109,1.67702,0.7832,1.70279,0.7572,0.000064
110,1.67687,0.7837,1.70180,0.7585,0.000064
111,1.67803,0.7827,1.69246,0.7677,0.000064
112,1.67908,0.7813,1.70804,0.7520,0.000064
113,1.67678,0.7834,1.68976,0.7705,0.000064
114,1.67521,0.7854,1.70643,0.7531,0.000064
115,1.67634,0.7840,1.70090,0.7598,0.000064
116,1.67350,0.7868,1.69223,0.7684,0.000064
117,1.67432,0.7863,1.68817,0.7724,0.000064
118,1.67331,0.7869,1.69730,0.7621,0.000064
119,1.67640,0.7841,1.70910,0.7508,0.000064
120,1.67318,0.7870,1.69897,0.7614,0.000064
121,1.67117,0.7890,1.69048,0.7708,0.000064
122,1.67338,0.7868,1.69868,0.7618,0.000064
123,1.67338,0.7869,1.68459,0.7763,0.000064
124,1.66883,0.7915,1.71809,0.7429,0.000064
125,1.67560,0.7846,1.69131,0.7695,0.000064
126,1.66910,0.7911,1.69699,0.7631,0.000064
127,1.66756,0.7930,1.68828,0.7714,0.000064
128,1.66716,0.7929,1.69468,0.7653,0.000064
129,1.66969,0.7907,1.68835,0.7718,0.000064
130,1.66831,0.7922,1.68124,0.7786,0.000064
131,1.66485,0.7957,1.69219,0.7685,0.000064
132,1.66804,0.7925,1.68560,0.7739,0.000064
133,1.66728,0.7931,1.69103,0.7688,0.000064
134,1.66794,0.7924,1.71001,0.7505,0.000064
135,1.66992,0.7906,1.68766,0.7735,0.000064
136,1.66369,0.7970,1.70864,0.7519,0.000064
137,1.66526,0.7954,1.69248,0.7682,0.000064
138,1.66740,0.7927,1.69948,0.7608,0.000064
139,1.66367,0.7970,1.69279,0.7674,0.000064
140,1.66569,0.7949,1.68569,0.7748,0.000064
141,1.66145,0.7987,1.69150,0.7693,0.000064
142,1.66453,0.7959,1.69383,0.7665,0.000064
143,1.66147,0.7988,1.68781,0.7726,0.000064
144,1.66415,0.7963,1.68649,0.7742,0.000064
145,1.66182,0.7984,1.69284,0.7674,0.000064
146,1.66161,0.7994,1.68315,0.7778,0.000064
147,1.66564,0.7947,1.69358,0.7673,0.000064
148,1.66385,0.7965,1.70623,0.7543,0.000064
149,1.66436,0.7961,1.69284,0.7677,0.000064
150,1.66374,0.7967,1.69658,0.7638,0.000064
151,1.65689,0.8038,1.68041,0.7801,0.000051
152,1.65391,0.8063,1.68489,0.7752,0.000051
153,1.65245,0.8082,1.68399,0.7762,0.000051
154,1.65489,0.8057,1.67626,0.7840,0.000051
155,1.65334,0.8071,1.68613,0.7742,0.000051
156,1.65139,0.8091,1.67656,0.7838,0.000051
157,1.65032,0.8099,1.67935,0.7810,0.000051
158,1.65006,0.8105,1.67768,0.7832,0.000051
159,1.65284,0.8078,1.67784,0.7833,0.000051
160,1.64992,0.8105,1.67427,0.7868,0.000051
161,1.64922,0.8113,1.68288,0.7768,0.000051
162,1.64821,0.8122,1.67910,0.7810,0.000051
163,1.64921,0.8114,1.67632,0.7840,0.000051
164,1.64897,0.8117,1.67747,0.7833,0.000051
165,1.64740,0.8134,1.67927,0.7810,0.000051
166,1.64707,0.8137,1.68513,0.7750,0.000051
167,1.64633,0.8141,1.67871,0.7824,0.000051
168,1.64783,0.8129,1.68409,0.7770,0.000051
169,1.64655,0.8142,1.67434,0.7862,0.000051
170,1.64632,0.8141,1.67550,0.7847,0.000051
171,1.64605,0.8147,1.67994,0.7812,0.000051
172,1.64494,0.8157,1.68496,0.7753,0.000051
173,1.64536,0.8154,1.69032,0.7707,0.000051
174,1.64860,0.8117,1.68003,0.7807,0.000051
175,1.64399,0.8166,1.67697,0.7833,0.000051
176,1.64404,0.8165,1.68038,0.7794,0.000051
177,1.64546,0.8151,1.68476,0.7750,0.000051
178,1.64599,0.8150,1.69350,0.7674,0.000051
179,1.64537,0.8152,1.68921,0.7716,0.000051
180,1.64786,0.8128,1.68717,0.7733,0.000051
181,1.64772,0.8129,1.67962,0.7813,0.000051
182,1.64510,0.8153,1.67753,0.7832,0.000051
183,1.64344,0.8174,1.68265,0.7781,0.000051
184,1.64255,0.8182,1.68079,0.7798,0.000051
185,1.64229,0.8182,1.67871,0.7815,0.000051
186,1.64479,0.8158,1.67850,0.7817,0.000051
187,1.64016,0.8207,1.67811,0.7818,0.000051
188,1.63872,0.8219,1.68218,0.7781,0.000051
189,1.64147,0.8193,1.67313,0.7870,0.000051
190,1.63706,0.8234,1.68305,0.7778,0.000051
191,1.63763,0.8230,1.67582,0.7845,0.000051
192,1.64035,0.8203,1.68982,0.7708,0.000051
193,1.63991,0.8208,1.68057,0.7798,0.000051
194,1.63896,0.8213,1.68359,0.7768,0.000051
195,1.63728,0.8234,1.67571,0.7851,0.000051
196,1.64550,0.8151,1.68879,0.7716,0.000051
197,1.63940,0.8213,1.67638,0.7838,0.000051
198,1.63995,0.8207,1.67865,0.7819,0.000051
199,1.64099,0.8196,1.67429,0.7864,0.000051
200,1.63972,0.8210,1.67496,0.7852,0.000051
201,1.63342,0.8271,1.66946,0.7911,0.000041
202,1.63238,0.8283,1.67454,0.7859,0.000041
203,1.63296,0.8278,1.67503,0.7852,0.000041
204,1.63324,0.8275,1.67369,0.7868,0.000041
205,1.63279,0.8278,1.66866,0.7919,0.000041
206,1.63348,0.8272,1.67025,0.7903,0.000041
207,1.63018,0.8307,1.67025,0.7903,0.000041
208,1.62984,0.8310,1.67540,0.7848,0.000041
209,1.62876,0.8320,1.67033,0.7904,0.000041
210,1.63332,0.8273,1.67120,0.7894,0.000041
211,1.62931,0.8312,1.67755,0.7823,0.000041
212,1.62833,0.8325,1.67821,0.7828,0.000041
213,1.63061,0.8299,1.67000,0.7905,0.000041
214,1.62988,0.8309,1.67176,0.7885,0.000041
215,1.62913,0.8314,1.67360,0.7870,0.000041
216,1.63068,0.8300,1.67317,0.7873,0.000041
217,1.62957,0.8312,1.67064,0.7902,0.000041
218,1.62858,0.8319,1.67015,0.7903,0.000041
219,1.63005,0.8306,1.66971,0.7903,0.000041
220,1.62973,0.8309,1.67509,0.7857,0.000041
221,1.62762,0.8332,1.67259,0.7880,0.000041
222,1.62737,0.8334,1.67057,0.7900,0.000041
223,1.62678,0.8340,1.67423,0.7861,0.000041
224,1.62613,0.8343,1.66427,0.7962,0.000041
225,1.62605,0.8348,1.67541,0.7850,0.000041
226,1.62606,0.8348,1.66773,0.7930,0.000041
227,1.62533,0.8354,1.67757,0.7837,0.000041
228,1.62574,0.8353,1.67757,0.7829,0.000041
229,1.62591,0.8351,1.66708,0.7935,0.000041
230,1.62482,0.8359,1.66752,0.7932,0.000041
231,1.62286,0.8379,1.67001,0.7902,0.000041
232,1.62354,0.8371,1.67621,0.7841,0.000041
233,1.62283,0.8382,1.66485,0.7956,0.000041
234,1.62462,0.8359,1.66781,0.7927,0.000041
235,1.62317,0.8374,1.67325,0.7866,0.000041
236,1.62362,0.8372,1.66747,0.7930,0.000041
237,1.62291,0.8378,1.67016,0.7901,0.000041
238,1.62557,0.8351,1.67633,0.7837,0.000041
239,1.62436,0.8364,1.66962,0.7914,0.000041
240,1.62306,0.8378,1.67666,0.7843,0.000041
241,1.62139,0.8392,1.66816,0.7925,0.000041
242,1.62330,0.8374,1.67214,0.7885,0.000041
243,1.62454,0.8363,1.67559,0.7848,0.000041
244,1.62333,0.8373,1.66613,0.7943,0.000041
245,1.62282,0.8380,1.66775,0.7927,0.000041
246,1.62770,0.8330,1.67139,0.7896,0.000041
247,1.62574,0.8348,1.66700,0.7939,0.000041
248,1.62234,0.8387,1.67555,0.7850,0.000041
249,1.62411,0.8365,1.67053,0.7898,0.000041
250,1.62071,0.8401,1.65965,0.8010,0.000041
251,1.61764,0.8429,1.66301,0.7977,0.000033
252,1.61769,0.8433,1.66652,0.7943,0.000033
253,1.61826,0.8423,1.66517,0.7954,0.000033
254,1.61727,0.8432,1.66312,0.7976,0.000033
255,1.61545,0.8454,1.66914,0.7914,0.000033
256,1.61619,0.8446,1.66463,0.7962,0.000033
257,1.61608,0.8448,1.67632,0.7848,0.000033
258,1.61857,0.8422,1.66631,0.7940,0.000033
259,1.61746,0.8434,1.66671,0.7938,0.000033
260,1.61682,0.8440,1.66578,0.7948,0.000033
261,1.61620,0.8445,1.66544,0.7955,0.000033
262,1.61483,0.8459,1.66339,0.7968,0.000033
263,1.61456,0.8462,1.66901,0.7911,0.000033
264,1.61469,0.8462,1.66835,0.7921,0.000033
265,1.61467,0.8461,1.66534,0.7951,0.000033
266,1.61627,0.8445,1.66664,0.7939,0.000033
267,1.61711,0.8438,1.66408,0.7970,0.000033
268,1.61331,0.8475,1.67081,0.7904,0.000033
269,1.61490,0.8457,1.66741,0.7935,0.000033
270,1.61247,0.8484,1.66678,0.7939,0.000033
271,1.61471,0.8462,1.67686,0.7834,0.000033
272,1.61506,0.8459,1.66821,0.7924,0.000033
273,1.61251,0.8483,1.66136,0.7989,0.000033
274,1.61359,0.8471,1.66370,0.7975,0.000033
275,1.61248,0.8485,1.66362,0.7968,0.000033
276,1.61281,0.8480,1.66753,0.7934,0.000033
277,1.61218,0.8487,1.66578,0.7949,0.000033
278,1.61111,0.8498,1.66527,0.7950,0.000033
279,1.61535,0.8457,1.66826,0.7928,0.000033
280,1.61561,0.8452,1.66420,0.7963,0.000033
281,1.61252,0.8482,1.66469,0.7962,0.000033
282,1.60981,0.8510,1.66494,0.7959,0.000033
283,1.61416,0.8466,1.66565,0.7945,0.000033
284,1.61082,0.8499,1.66555,0.7949,0.000033
285,1.61325,0.8475,1.66954,0.7904,0.000033
286,1.61248,0.8482,1.66143,0.7987,0.000033
287,1.61138,0.8494,1.66053,0.8001,0.000033
288,1.61279,0.8479,1.66565,0.7948,0.000033
289,1.61163,0.8491,1.66328,0.7968,0.000033
290,1.61174,0.8491,1.66028,0.8009,0.000033
291,1.61151,0.8494,1.66395,0.7968,0.000033
292,1.61231,0.8485,1.66438,0.7965,0.000033
293,1.61102,0.8497,1.66154,0.7992,0.000033
294,1.61125,0.8496,1.67183,0.7888,0.000033
295,1.61005,0.8507,1.66508,0.7954,0.000033
296,1.61088,0.8497,1.66548,0.7953,0.000033
297,1.61253,0.8482,1.66763,0.7934,0.000033
298,1.60919,0.8516,1.66218,0.7987,0.000033
299,1.61021,0.8505,1.66143,0.7996,0.000033
300,1.61045,0.8503,1.65651,0.8043,0.000033
301,1.60754,0.8534,1.66315,0.7975,0.000026
302,1.60611,0.8548,1.66433,0.7963,0.000026
303,1.60733,0.8535,1.65914,0.8020,0.000026
304,1.60693,0.8539,1.66364,0.7972,0.000026
305,1.60550,0.8555,1.66593,0.7943,0.000026
306,1.60730,0.8537,1.66449,0.7961,0.000026
307,1.60659,0.8543,1.65985,0.8008,0.000026
308,1.60384,0.8570,1.66351,0.7970,0.000026
309,1.60594,0.8549,1.66580,0.7952,0.000026
310,1.60499,0.8558,1.66668,0.7939,0.000026
311,1.60612,0.8546,1.67202,0.7887,0.000026
312,1.60488,0.8560,1.66133,0.7997,0.000026
313,1.60458,0.8562,1.66832,0.7924,0.000026
314,1.60580,0.8549,1.66649,0.7939,0.000026
315,1.60348,0.8574,1.66285,0.7979,0.000026
316,1.60289,0.8579,1.66282,0.7981,0.000026
317,1.60422,0.8566,1.66159,0.7993,0.000026
318,1.60316,0.8576,1.66300,0.7979,0.000026
319,1.60474,0.8560,1.66169,0.7983,0.000026
320,1.60350,0.8572,1.66748,0.7934,0.000026
321,1.60335,0.8573,1.66563,0.7950,0.000026
322,1.60342,0.8575,1.65837,0.8025,0.000026
323,1.60334,0.8574,1.65775,0.8027,0.000026
324,1.60303,0.8578,1.66000,0.8007,0.000026
325,1.60286,0.8580,1.66184,0.7989,0.000026
326,1.60465,0.8561,1.65805,0.8026,0.000026
327,1.60418,0.8563,1.66263,0.7980,0.000026
328,1.60270,0.8581,1.66467,0.7963,0.000026
329,1.60171,0.8591,1.66402,0.7963,0.000026
330,1.60219,0.8586,1.66606,0.7947,0.000026
331,1.60415,0.8565,1.65927,0.8012,0.000026
332,1.60232,0.8584,1.66242,0.7980,0.000026
333,1.60199,0.8589,1.66388,0.7959,0.000026
334,1.60303,0.8579,1.66002,0.8009,0.000026
335,1.60174,0.8590,1.65611,0.8044,0.000026
336,1.60415,0.8566,1.65755,0.8031,0.000026
337,1.60253,0.8582,1.66338,0.7972,0.000026
338,1.60093,0.8600,1.66007,0.8001,0.000026
339,1.59957,0.8613,1.65835,0.8021,0.000026
340,1.60111,0.8598,1.65849,0.8021,0.000026
341,1.60072,0.8602,1.65975,0.8013,0.000026
342,1.60153,0.8593,1.66561,0.7957,0.000026
343,1.60108,0.8598,1.66239,0.7982,0.000026
344,1.59895,0.8619,1.65694,0.8036,0.000026
345,1.59917,0.8616,1.65649,0.8046,0.000026
346,1.59964,0.8610,1.65941,0.8011,0.000026
347,1.60077,0.8601,1.65736,0.8034,0.000026
348,1.59865,0.8621,1.65772,0.8029,0.000026
349,1.59813,0.8627,1.65594,0.8049,0.000026
350,1.60017,0.8606,1.65818,0.8022,0.000026
351,1.59898,0.8619,1.65773,0.8029,0.000021
352,1.59827,0.8625,1.65846,0.8022,0.000021
353,1.59579,0.8649,1.65465,0.8057,0.000021
354,1.59595,0.8647,1.66349,0.7971,0.000021
355,1.59795,0.8628,1.65799,0.8026,0.000021
356,1.59750,0.8633,1.65860,0.8022,0.000021
357,1.59742,0.8636,1.66072,0.7998,0.000021
358,1.59516,0.8657,1.65775,0.8031,0.000021
359,1.59588,0.8650,1.66085,0.8001,0.000021
360,1.59646,0.8644,1.65817,0.8027,0.000021
361,1.59556,0.8654,1.65693,0.8037,0.000021
362,1.59734,0.8636,1.65261,0.8078,0.000021
363,1.59575,0.8648,1.65509,0.8054,0.000021
364,1.59533,0.8654,1.66136,0.7989,0.000021
365,1.59530,0.8656,1.65505,0.8060,0.000021
366,1.59842,0.8624,1.65781,0.8025,0.000021
367,1.59516,0.8655,1.65592,0.8047,0.000021
368,1.59517,0.8657,1.65907,0.8018,0.000021
369,1.59632,0.8646,1.65825,0.8024,0.000021
370,1.59425,0.8665,1.66031,0.8000,0.000021
371,1.59508,0.8657,1.65330,0.8075,0.000021
372,1.59363,0.8671,1.65727,0.8040,0.000021
373,1.59514,0.8658,1.65795,0.8027,0.000021
374,1.59557,0.8652,1.66080,0.7997,0.000021
375,1.59519,0.8655,1.65899,0.8016,0.000021
376,1.59375,0.8672,1.65681,0.8040,0.000021
377,1.59436,0.8665,1.65733,0.8033,0.000021
378,1.59525,0.8654,1.65401,0.8068,0.000021
379,1.59495,0.8660,1.65312,0.8074,0.000021
380,1.59424,0.8667,1.65714,0.8037,0.000021
381,1.59337,0.8674,1.65745,0.8031,0.000021
382,1.59284,0.8679,1.65779,0.8031,0.000021
383,1.59431,0.8666,1.65522,0.8055,0.000021
384,1.59410,0.8667,1.65563,0.8049,0.000021
385,1.59420,0.8666,1.65576,0.8048,0.000021
386,1.59469,0.8661,1.65699,0.8037,0.000021
387,1.59422,0.8666,1.65671,0.8037,0.000021
388,1.59307,0.8678,1.65641,0.8045,0.000021
389,1.59402,0.8669,1.65640,0.8044,0.000021
390,1.59286,0.8681,1.65450,0.8066,0.000021
391,1.59401,0.8669,1.65834,0.8021,0.000021
392,1.59390,0.8670,1.65555,0.8052,0.000021
393,1.59267,0.8682,1.65545,0.8052,0.000021
394,1.59394,0.8668,1.65618,0.8043,0.000021
395,1.59277,0.8681,1.65381,0.8070,0.000021
396,1.59169,0.8692,1.65573,0.8049,0.000021
397,1.59276,0.8682,1.65200,0.8088,0.000021
398,1.59251,0.8682,1.65383,0.8072,0.000021
399,1.59269,0.8680,1.65627,0.8041,0.000021
400,1.59175,0.8691,1.65597,0.8046,0.000021
